"zone","state","lga","sector","ea","hhid","plotid","sa1q1aa","sa1q1a","prefilled_gps_area","sa1q1d","sa1q3","sa1q4","sa1q5","sa1q5_os","sa1q6","sa1q7","sa1q7_os","sa1q2","sa1q2b","sa1q2c_1","sa1q2c_2","sa1q2c_3","sa1q2c_4","sa1q2c_5","sa1q2c_6","sa1q8a","sa1q8b","sa1q8c","sa1q8c_os","sa1q9","sa1q10","sa1q10_os","sa1q10_0","sa1q11"
4,1,115,1,670,10002,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,115,1,670,10003,1,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,115,1,670,10004,1,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,115,1,670,10008,1,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,105,2,0,10009,1,1,1,18811,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,105,2,0,10009,2,1,1,1953.9,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,115,1,670,10010,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10031,1,1,1,505.89001,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,111,1,1146,10033,1,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10034,1,2,2,,2,8,1,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10037,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10053,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10057,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10061,1,1,1,701.38,2,1,1,,,,,,1,1,2,3,,,,,1,,,,,,,,
4,1,107,2,1044,10061,2,1,1,750.34998,2,1,1,,,,,,1,1,2,3,,,,,1,,,,,,,,
4,1,107,2,1044,10061,3,1,1,681.53003,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,107,2,1044,10061,4,1,2,,2,1,1,,,,,,1,1,2,,,,,,1,,,,2,4,,,
4,1,107,2,1044,10061,5,1,2,,2,1,1,,,,,,1,1,2,3,,,,,1,,,,1,,,,1145.8
4,1,107,2,1044,10061,6,1,1,249.78,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,107,2,1044,10062,1,1,1,965.96997,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,107,2,1044,10062,2,1,1,550.15997,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,107,2,1044,10062,3,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,288.69
4,1,107,2,1044,10063,1,1,1,120.27,1,7,1,,,,,,6,1,7,,,,,,1,,,,1,,,,138.06
4,1,107,2,1044,10063,2,1,1,1634.5,2,7,1,,,,,,6,1,7,,,,,,1,,,,,,,,
4,1,107,2,1044,10063,3,1,1,368.14999,2,7,1,,,,,,6,1,7,,,,,,1,,,,,,,,
4,1,107,2,1044,10064,1,1,1,1088.1,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,107,2,1044,10064,2,1,1,1300.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,107,2,1044,10064,3,1,1,915.76001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,102,1,0,10065,1,1,2,,2,2,1,,,,,,2,1,7,,,,,,1,,,,2,4,,,
4,1,102,1,0,10065,2,1,2,,2,2,1,,,,,,2,1,7,,,,,,1,,,,2,4,,,
4,1,107,2,1044,10066,1,1,1,1413.6,2,2,1,,,,,,2,2,,,,,,,1,,,,,,,,
4,1,107,2,1044,10066,2,1,1,2950.7,2,2,1,,,,,,2,2,,,,,,,1,,,,,,,,
4,1,107,2,1044,10067,1,1,1,2693.3,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,107,2,1044,10067,2,1,1,899.64001,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,107,2,1044,10067,4,1,1,226.19,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,107,2,1044,10068,1,1,1,2270.1001,2,2,1,,,,,,2,1,4,,,,,,1,,,,,,,,
4,1,107,2,1044,10068,2,1,2,,2,2,1,,,,,,2,1,4,,,,,,1,,,,1,,,,1607.1
4,1,107,2,1044,10069,1,1,1,469.88,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,107,2,1044,10069,2,1,1,1245.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,107,2,0,10070,1,1,2,,2,2,1,,,,,,2,2,,,,,,,1,,,,2,2,,,
4,1,107,2,0,10070,2,1,1,820.28998,2,2,1,,,,,,2,2,,,,,,,1,,,,,,,,
4,1,107,2,0,10070,3,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10071,1,1,1,202.34,2,6,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,117,2,560,10071,2,1,1,497.39999,2,6,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,117,2,560,10071,3,1,1,185.61,2,6,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,117,2,560,10071,4,2,2,,2,6,1,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10072,1,1,1,380.82999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,117,2,560,10072,2,1,1,418.98999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,117,2,560,10072,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10073,1,1,1,594.21997,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,117,2,560,10073,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10074,1,1,1,449.73999,2,2,1,,,,,,2,1,1,4,,,,,1,,,,,,,,
4,1,117,2,560,10074,2,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10075,1,1,1,535.5,2,1,1,,,,,,1,1,3,,,,,,1,,,,,,,,
4,1,117,2,560,10075,2,1,1,273.10001,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,514.48
4,1,117,2,560,10075,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10076,1,1,1,219.67,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,117,2,560,10076,2,1,1,385.39999,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,117,2,560,10076,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10077,1,1,1,327.17001,2,2,1,,,,,,2,2,,,,,,,1,,,,,,,,
4,1,117,2,560,10077,2,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10078,1,1,1,399.78,2,4,1,,,,,,4,2,,,,,,,1,,,,,,,,
4,1,117,2,560,10078,2,2,2,,2,4,1,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10078,3,2,2,,2,4,1,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10079,1,1,1,566.37,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,117,2,560,10079,2,1,1,224.48,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,117,2,560,10079,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10080,1,1,1,229.38,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,117,2,560,10080,2,1,1,422.79001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,117,2,560,10080,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,105,2,638,10091,1,1,1,833.37,2,2,1,,,,,,2,2,,,,,,,1,,,,,,,,
4,1,105,2,638,10091,2,1,1,2127.6001,2,2,1,,,,,,2,2,,,,,,,1,,,,,,,,
4,1,105,2,638,10091,3,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,105,2,638,10092,1,1,1,631.10999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,105,2,638,10092,2,1,1,603.03998,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,105,2,638,10092,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
5,3,322,2,0,10093,2,1,2,,2,3,1,,,,,,1,1,2,,,,,,1,,,,1,,,,2780.6
5,3,322,2,0,10093,3,1,2,,2,3,1,,,,,,1,1,2,,,,,,1,,,,2,5,"THE RESPONDENT SAID THAT THIS PLOT WAS NOT CULTIVATED DURING THE LAST PLANTING SEASON HE SAID THEY WERE RATHER HARVESTING FOR CONSUMPTION DURING LAST PLANTING SEASON AND WILL BE CULTIVATING THIS PLANTING SEASON",,
5,3,322,2,0,10093,4,1,2,,2,3,1,,,,,,1,1,2,,,,,,1,,,,2,1,,,
5,3,322,2,0,10093,6,1,1,1306.4,2,3,1,,,,,,3,2,,,,,,,1,,,,,,,,
5,3,322,2,0,10093,7,1,1,687.96002,2,3,1,,,,,,2,2,,,,,,,1,,,,,,,,
4,1,105,2,638,10094,1,1,1,484.81,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,105,2,638,10094,2,1,1,886.53003,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,105,2,638,10096,1,1,1,421.63,2,5,1,,,,,,5,2,,,,,,,1,,,,,,,,
4,1,105,2,638,10096,2,1,1,274.38,2,5,1,,,,,,5,2,,,,,,,1,,,,,,,,
4,1,105,2,638,10096,3,2,2,,2,5,1,,,,,,,,,,,,,,,,,,,,,,
4,1,105,2,638,10097,1,1,1,1252.8,2,7,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,105,2,638,10097,2,1,1,252.78,2,7,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,105,2,638,10097,3,1,1,318.94,2,7,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,105,2,638,10097,4,2,2,,2,7,1,,,,,,,,,,,,,,,,,,,,,,
4,1,105,2,638,10098,1,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,105,2,638,10099,1,1,1,330.14001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,105,2,638,10100,1,1,1,1082.8,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,105,2,638,10100,2,1,1,280.26001,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,105,2,638,10100,3,1,1,657.59998,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,105,2,638,10100,5,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,108,2,904,10102,1,1,1,847.65002,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,108,2,904,10102,2,1,1,965.77002,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,108,2,904,10102,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,108,2,904,10103,1,1,1,917.65002,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,108,2,904,10103,2,1,1,3957.6001,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,108,2,904,10103,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,108,2,904,10104,1,1,1,2081.2,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,108,2,904,10104,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,108,2,904,10105,1,1,1,5816,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,108,2,904,10105,2,1,1,4897.8999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,108,2,904,10105,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,108,2,904,10106,1,1,1,5403.6001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,108,2,904,10106,2,1,1,4540.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,108,2,904,10106,3,1,1,3434.7,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,108,2,904,10106,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,108,2,904,10107,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,108,2,904,10107,2,1,1,3398.8999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,108,2,904,10108,1,1,1,381.41,2,4,1,,,,,,4,1,3,,,,,,1,,,,,,,,
4,1,108,2,904,10108,2,2,2,,2,4,1,,,,,,,,,,,,,,,,,,,,,,
4,1,108,2,904,10109,1,1,1,4869.2998,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,108,2,904,10109,2,1,1,3123.8,1,1,1,,,,,,1,1,10,,,,,,1,,,,1,,,,501.13
4,1,108,2,904,10109,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,108,2,904,10110,1,1,1,1493.8,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,108,2,904,10110,2,1,1,1911.3,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,108,2,904,10110,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,46,19008,1,1,1,1012.1,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,102,1,46,19008,2,1,1,815.27002,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,102,1,806,19014,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,806,19023,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,2486,19033,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,2486,19035,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,2486,19036,1,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,104,2,412,19038,1,1,1,252.13,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,104,2,412,19038,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,104,2,412,19039,1,1,1,480.54001,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,104,2,412,19039,2,1,1,446.97,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,104,2,412,19041,1,1,1,1146,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,104,2,412,19041,2,1,1,1322.7,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,104,2,412,19043,1,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,682.31
4,1,104,2,412,19043,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,421.38
4,1,104,2,412,19043,3,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,232.72
4,1,104,2,412,19043,4,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,160.1
4,1,104,2,412,19044,1,1,1,342.85001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,104,2,412,19044,2,1,1,182.33,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,104,2,412,19045,1,1,1,250.75,1,2,1,,,,,,1,1,2,,,,,,1,,,,1,,,,312.31
4,1,104,2,412,19045,2,1,1,213.28,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,104,2,412,19047,1,1,1,1981.9,2,4,1,,,,,,2,2,,,,,,,1,,,,,,,,
4,1,104,2,412,19047,2,1,1,400.87,1,4,1,,,,,,2,2,,,,,,,1,,,,1,,,,431.49
4,1,104,2,412,19048,1,1,1,334.73999,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,104,2,412,19048,2,1,1,1077.7,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,104,2,412,19048,3,1,1,1178.9,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,104,2,412,19048,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,104,2,1020,19049,1,1,1,807.27002,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,104,2,1020,19049,2,1,1,807.27002,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,104,2,1020,19051,2,1,1,255.50999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,104,2,1020,19051,3,1,1,1028.2,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,104,2,1020,19051,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,104,2,1020,19052,1,1,1,317.20001,1,2,1,,,,,,1,1,2,,,,,,1,,,,1,,,,487.41
4,1,104,2,1020,19052,2,1,1,1227.2,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,104,2,1020,19054,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,104,2,1020,19054,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,104,2,1020,19054,3,1,1,765.21997,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,104,2,1020,19054,4,1,1,175.31,1,1,1,,,,,,1,1,2,,,,,,1,,,,1,,,,555.36
4,1,104,2,1020,19055,1,1,1,1395.4,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,104,2,1020,19055,2,1,1,1108.6,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,104,2,1020,19055,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,104,2,1020,19056,1,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,449.41
4,1,104,2,1020,19058,1,1,1,1975.1,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,104,2,1020,19058,2,1,1,45.150002,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,104,2,1020,19060,1,1,1,573.32001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,104,2,1020,19060,2,1,1,1429.7,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,107,2,10,19061,1,1,1,746.64001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,107,2,10,19061,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19062,1,1,2,,2,1,1,,,,,,1,1,3,4,,,,,1,,,,1,,,,319.21
4,1,107,2,10,19062,2,1,2,,2,1,1,,,,,,1,1,3,4,,,,,1,,,,1,,,,1300.7
4,1,107,2,10,19062,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19063,1,1,1,1247.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,107,2,10,19063,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,686.14
4,1,107,2,10,19063,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19064,1,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,402.72
4,1,107,2,10,19064,2,1,1,98.93,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,107,2,10,19064,3,1,1,861.92999,1,1,1,,,,,,1,1,2,,,,,,1,,,,1,,,,420.63
4,1,107,2,10,19064,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19066,1,1,2,,2,2,1,,,,,,1,1,2,,,,,,1,,,,1,,,,544.05
4,1,107,2,10,19066,2,1,2,,2,2,1,,,,,,1,1,2,,,,,,1,,,,1,,,,515.3
4,1,107,2,10,19066,3,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19068,1,1,1,1731.8,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,107,2,10,19068,2,1,1,739.84003,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,889.5
4,1,107,2,10,19068,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19069,1,1,1,1404.7,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,107,2,10,19069,2,1,1,1307.2,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,107,2,10,19069,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19070,1,1,1,918.32001,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,107,2,10,19070,2,1,1,278.64999,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,107,2,10,19070,3,1,2,,2,2,1,,,,,,1,1,2,,,,,,1,,,,1,,,,912.34
4,1,107,2,10,19070,4,1,2,,2,2,1,,,,,,1,1,2,,,,,,1,,,,2,4,,,
4,1,107,2,10,19070,5,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19071,1,1,1,426.89999,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,107,2,10,19071,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
4,1,107,2,10,19071,3,1,2,,2,2,1,,,,,,1,2,,,,,,,1,,,,1,,,,470.42
4,1,107,2,10,19071,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19072,1,1,2,,2,2,1,,,,,,1,1,2,,,,,,1,,,,1,,,,3337.6
4,1,107,2,10,19072,2,1,2,,2,2,1,,,,,,1,1,2,,,,,,1,,,,1,,,,738.51
4,1,107,2,10,19072,3,1,1,147.3,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,107,2,10,19072,4,1,1,1093.4,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,107,2,10,19072,5,1,2,,2,2,1,,,,,,1,1,2,,,,,,1,,,,2,2,,,
4,1,107,2,10,19072,6,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19072,7,1,1,2474,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,107,2,1322,19073,1,1,2,,2,1,2,1,,,4,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19073,3,1,1,1349.9,2,1,2,1,,,4,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19073,4,1,1,1402.3,2,1,2,1,,,4,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19075,1,1,1,452.31,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,107,2,1322,19075,2,1,1,1235.1,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,107,2,1322,19076,1,1,1,178.39,2,2,1,,,,,,2,2,,,,,,,1,,,,,,,,
4,1,107,2,1322,19076,2,1,1,117.07,2,2,1,,,,,,2,2,,,,,,,1,,,,,,,,
4,1,107,2,1322,19077,1,1,1,222.11,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,107,2,1322,19077,2,1,1,823.54999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,107,2,1322,19077,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19077,5,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19077,6,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19079,1,1,1,1104.8,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,107,2,1322,19079,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19080,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,3103.1
4,1,107,2,1322,19080,3,1,1,163.69,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,107,2,1322,19081,1,1,1,2696.5,2,3,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,107,2,1322,19081,2,1,2,,2,3,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
4,1,107,2,1322,19082,1,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,1418.8
4,1,107,2,1322,19082,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,1,,,
4,1,107,2,1322,19082,3,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,868.93
4,1,107,2,1322,19082,4,1,1,1233.4,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,107,2,1322,19082,5,1,1,886.54999,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,417.54
4,1,107,2,1322,19082,6,1,1,190.06,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,107,2,1322,19084,1,1,2,,2,2,1,,,,,,1,2,,,,,,,1,,,,2,2,,,
4,1,107,2,1322,19084,2,1,1,601.76001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,107,2,1322,19084,3,1,2,,2,2,1,,,,,,1,2,,,,,,,1,,,,2,2,,,
4,1,107,2,1322,19084,4,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19085,1,1,2,,2,2,1,,,,,,1,1,2,,,,,,1,,,,2,4,,,
4,1,109,2,1214,19085,2,1,1,848.13,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,109,2,1214,19085,3,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19087,1,1,1,430.23001,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,365.11
4,1,109,2,1214,19087,2,1,1,382,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
4,1,109,2,1214,19087,3,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,1,,,
4,1,109,2,1214,19087,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19088,1,1,1,163.14999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,109,2,1214,19088,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
4,1,109,2,1214,19088,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19089,1,1,1,563.40002,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,109,2,1214,19089,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
4,1,109,2,1214,19089,3,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,606.9
4,1,109,2,1214,19089,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19091,1,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
4,1,109,2,1214,19091,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
4,1,109,2,1214,19091,3,1,1,5063,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
4,1,109,2,1214,19091,4,1,1,579.62,1,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
4,1,109,2,1214,19091,5,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,2,,,
4,1,109,2,1214,19091,6,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19092,1,1,1,283.78,1,2,1,,,,,,1,1,2,,,,,,1,,,,1,,,,231.15
4,1,109,2,1214,19092,2,1,2,,2,2,2,3,,,4,,,,,,,,,,,,,,,,,,
