"zone","state","lga","sector","ea","hhid","plotid","sa1q1aa","sa1q1a","prefilled_gps_area","sa1q1d","sa1q3","sa1q4","sa1q5","sa1q5_os","sa1q6","sa1q7","sa1q7_os","sa1q2","sa1q2b","sa1q2c_1","sa1q2c_2","sa1q2c_3","sa1q2c_4","sa1q2c_5","sa1q2c_6","sa1q8a","sa1q8b","sa1q8c","sa1q8c_os","sa1q9","sa1q10","sa1q10_os","sa1q10_0","sa1q11"
1,22,2220,1,1296,220051,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,22,2220,1,1296,220051,3,1,1,2053.8,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2220,1,1296,220052,1,1,1,1792.9,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2220,1,1296,220052,2,1,1,2452.1001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2220,1,1296,220054,1,1,1,610.13,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2220,1,1296,220057,1,1,1,2074.6001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2220,1,1296,220057,2,1,1,916.02002,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2220,1,1296,220057,3,1,1,762.60999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2220,1,1296,220059,1,1,1,1071.6,2,4,1,,,,,,4,2,,,,,,,1,,,,,,,,
1,22,2220,1,1296,220060,1,1,1,789.07001,2,2,1,,,,,,2,2,,,,,,,1,,,,,,,,
1,22,2203,2,266,220111,1,1,1,3066.1001,2,5,1,,,,,,5,2,,,,,,,1,,,,,,,,
1,22,2203,2,266,220111,2,1,1,6386.6001,2,5,1,,,,,,5,2,,,,,,,1,,,,,,,,
1,22,2203,2,266,220111,3,1,1,3637,2,5,1,,,,,,5,2,,,,,,,1,,,,,,,,
1,22,2203,2,266,220112,1,1,1,7166,2,3,1,,,,,,3,2,,,,,,,1,,,,,,,,
1,22,2203,2,266,220113,1,1,1,2497.3,2,1,1,,,,,,1,1,2,3,,,,,1,,,,,,,,
1,22,2203,2,266,220113,2,1,1,2962.3,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2203,2,266,220113,3,1,1,1343.1,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2203,2,266,220113,4,1,1,3807.8,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2203,2,266,220114,1,1,1,2330.3999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2203,2,266,220114,2,1,1,1694.4,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2203,2,266,220114,3,1,1,2239.1001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2203,2,266,220115,1,1,1,1440.6,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2203,2,266,220115,2,1,1,472.72,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,2115.4
1,22,2203,2,266,220115,3,1,1,3144.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2203,2,266,220116,1,1,1,1877.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2203,2,266,220116,2,1,1,5596.7002,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2203,2,266,220116,3,1,1,1526.8,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,1593.3
1,22,2203,2,266,220116,4,1,1,550.40997,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2203,2,266,220117,1,1,1,6195.2998,2,8,1,,,,,,8,2,,,,,,,1,,,,,,,,
1,22,2203,2,266,220117,2,1,1,3238.6001,2,8,1,,,,,,8,2,,,,,,,1,,,,,,,,
1,22,2203,2,266,220118,1,1,1,3694.8,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
1,22,2203,2,266,220118,2,1,1,1305,2,1,1,,,,,,2,1,1,,,,,,1,,,,,,,,
1,22,2203,2,266,220119,1,1,1,829.16998,2,1,1,,,,,,1,1,5,,,,,,1,,,,,,,,
1,22,2203,2,266,220119,2,1,1,1822.7,2,1,1,,,,,,1,1,5,,,,,,1,,,,,,,,
1,22,2203,2,266,220120,1,1,1,1752.4,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2203,2,2578,229002,1,1,1,925.57001,2,2,1,,,,,,2,1,1,5,,,,,1,,,,,,,,
1,22,2203,2,2578,229002,2,1,1,623.15997,2,2,1,,,,,,2,1,1,5,,,,,1,,,,,,,,
1,22,2203,2,2578,229003,1,1,1,3172.3999,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2203,2,2578,229003,2,1,1,2462.8999,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
1,22,2203,2,2578,229004,1,1,1,1818.1,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2203,2,2578,229004,2,1,1,1739.2,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2203,2,2578,229004,3,1,1,254.07001,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
1,22,2203,2,2578,229005,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,2578,229005,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,2578,229006,1,1,1,2835.3,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2203,2,2578,229007,1,1,1,2150,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2203,2,2578,229007,2,1,1,829.89001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2203,2,2578,229010,1,1,1,3196.7,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2203,2,2578,229010,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,2578,229010,3,1,1,3375.6001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2203,2,2578,229011,1,1,1,376.54999,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,969.44
1,22,2203,2,2578,229012,1,1,1,703.07001,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,922.4
1,22,2203,2,2578,229012,2,1,1,946.96002,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,194,229014,1,1,1,4767.2002,2,1,1,,,,,,1,1,3,,,,,,1,,,,,,,,
1,22,2208,2,194,229014,2,1,1,5339.8999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,194,229014,3,1,1,4918.2002,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,194,229015,1,1,1,992.32001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,194,229015,2,1,1,606.14001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,194,229016,1,1,1,2254.2,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,194,229016,2,1,1,1374,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,6295.2
1,22,2208,2,194,229017,1,1,1,6947.5,2,1,1,,,,,,1,1,2,3,,,,,1,,,,,,,,
1,22,2208,2,194,229018,1,1,1,3338.6001,2,1,1,,,,,,1,1,2,3,,,,,1,,,,,,,,
1,22,2208,2,194,229018,2,1,1,11884,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
1,22,2208,2,194,229018,3,1,1,4203.1001,2,1,1,,,,,,1,1,2,3,,,,,1,,,,,,,,
1,22,2208,2,194,229018,4,1,1,6352.7002,2,1,1,,,,,,1,1,2,3,,,,,1,,,,,,,,
1,22,2208,2,194,229020,1,1,1,5035,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,194,229020,2,1,1,7108,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,194,229020,3,1,1,1346.5,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,1490.5
1,22,2208,2,194,229021,1,1,1,1311.7,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,194,229021,2,1,1,4366.8999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,194,229021,3,1,1,2706.1001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,194,229021,4,1,1,11694,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,194,229023,1,1,1,2849.3,2,1,1,,,,,,3,2,,,,,,,1,,,,,,,,
1,22,2208,2,194,229023,2,1,1,9681.4004,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,194,229024,1,1,1,9066.2002,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,194,229024,2,1,1,8599.5996,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,642,229025,1,1,1,2368.7,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,642,229025,2,1,1,1284.6,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,642,229025,3,1,1,611.77002,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,642,229026,2,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,2526.2
1,22,2208,2,642,229028,1,1,1,5842,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,642,229028,2,1,1,1009,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,642,229028,3,1,1,14096,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,642,229029,1,1,1,1229.2,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,642,229029,2,1,1,1368.9,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,642,229029,3,1,1,23332,2,1,1,,,,,,1,2,,,,,,,2,2,1,,,,,,
1,22,2208,2,642,229029,4,1,1,351.62,2,1,1,,,,,,1,2,,,,,,,2,2,1,,,,,,
1,22,2208,2,642,229031,1,1,1,6737.1001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,642,229031,2,1,1,955.35999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,642,229032,1,1,1,920.78998,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,642,229032,2,1,1,2156,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,642,229032,3,1,1,2794.3999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,642,229032,4,1,1,7434.3999,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,642,229033,1,1,1,10157,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,642,229033,2,1,1,590.20001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,642,229035,1,1,1,920.44,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,642,229035,2,1,1,1586.9,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
1,22,2208,2,642,229035,3,1,1,603.89001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,642,229035,4,1,1,3455.2,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
1,22,2208,2,642,229036,1,1,1,1188.9,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2213,1,100,229039,1,1,1,3323.5,2,1,1,,,,,,1,1,2,5,,,,,1,,,,,,,,
1,22,2213,1,100,229039,2,1,1,2927.3,2,1,1,,,,,,1,1,2,5,,,,,1,,,,,,,,
1,22,2213,1,100,229040,1,1,1,3286.5,1,1,2,5,,,,,,,,,,,,,,,,,,,,,
1,22,2213,1,100,229041,1,1,1,3966.2,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
1,22,2213,1,100,229042,1,1,1,2605.1001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2213,1,100,229044,1,1,1,8918.4004,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2213,1,100,229046,1,1,1,2081.8999,2,3,1,,,,,,1,1,3,,,,,,1,,,,,,,,
1,22,2213,1,100,229046,2,1,1,380.54999,2,3,1,,,,,,1,1,3,,,,,,1,,,,,,,,
1,22,2216,1,270,229051,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,22,2216,1,270,229053,1,1,2,,2,1,1,,,,,,1,1,2,,,,,,1,,,,2,2,,,
1,22,2216,1,270,229056,1,1,2,,2,3,1,,,,,,1,2,,,,,,,1,,,,2,2,,,
1,22,2216,1,270,229060,1,1,1,362.29001,1,1,1,,,,,,1,2,,,,,,,1,,,,1,,,,339.16
1,22,2216,1,588,229063,1,1,1,467.98999,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
1,22,2216,1,0,229064,1,1,2,,2,1,2,3,,,6,,,,,,,,,,,,,,,,,,
1,22,2216,1,588,229065,1,1,1,8756.7002,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2216,1,588,229066,1,1,1,788.89001,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
1,22,2216,1,588,229068,2,1,2,,2,4,1,,,,,,1,2,,,,,,,1,,,,2,2,,,
1,22,2216,1,588,229068,3,1,2,,2,4,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
1,22,2208,2,194,229087,1,1,1,7218.7998,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
1,22,2208,2,194,229087,2,1,1,13728,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
1,22,2208,2,642,229090,1,1,1,2805,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2208,2,642,229090,2,1,1,1296.1,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,22,2216,1,588,229094,1,1,2,,2,2,1,,,,,,1,2,,,,,,,1,,,,2,2,,,
1,23,2307,1,2316,230017,1,1,2,,2,2,1,,,,,,1,2,,,,,,,1,,,,2,1,,,
1,23,2307,1,2316,230018,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,2316,230019,1,2,2,,2,5,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,2316,230020,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2304,2,322,230071,1,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,1,,,
1,23,2304,2,322,230072,2,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2304,2,322,230072,3,1,1,1148.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2304,2,322,230073,1,2,2,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2919,1,0,230074,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2919,1,0,230075,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2304,2,322,230076,1,1,1,1838.9,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2304,2,322,230078,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2304,2,322,230079,1,1,1,221.69,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2304,2,322,230079,2,1,1,546.12,2,1,2,5,,,,,,,,,,,,,,,,,,,,,
1,23,2311,2,516,230081,1,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,1,,,
6,29,2916,1,0,230088,1,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
6,29,2916,1,0,230088,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2302,2,1982,230091,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2302,2,1982,230091,2,1,1,14344,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230091,3,1,1,1409.3,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230091,5,1,1,6629.3999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230092,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2302,2,1982,230092,2,1,1,9096.5996,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230092,3,1,1,8306.2998,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230092,4,1,1,5769.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230093,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2302,2,1982,230093,2,1,1,12451,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230093,3,1,1,1281.9,1,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
1,23,2302,2,1982,230093,4,1,1,5434.1001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230093,5,1,1,2741.6001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230095,1,1,1,8921.5996,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230095,2,1,1,2642.3,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230095,3,1,1,6211.1001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230095,4,1,1,5796.8999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230095,5,1,1,7184.2002,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230095,6,1,1,2711.6001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230095,7,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2302,2,1982,230097,1,1,1,12646,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230097,2,1,1,6841.3999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230097,3,1,1,11698,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230097,4,1,1,14796,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230097,5,1,1,4325.1001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230097,6,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2302,2,1982,230099,1,1,1,6215.2002,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230099,2,1,1,4983.3999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230099,3,1,1,24993,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230099,5,1,1,4596.8999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2302,2,1982,230099,6,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2303,2,68,239001,1,1,1,23851,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,68,239001,2,1,1,8140.8999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,68,239002,1,1,1,29927,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,68,239003,1,1,1,40041,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,68,239004,1,1,1,9324.9004,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,68,239004,2,1,1,12302,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,68,239004,4,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2303,2,68,239005,1,1,1,20279,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,68,239005,2,1,1,13540,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,68,239005,3,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2303,2,68,239006,1,1,1,42169,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,68,239006,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2303,2,68,239007,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2303,2,68,239007,2,1,1,9278.4004,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,68,239007,3,1,1,29282,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,68,239007,4,1,1,6569.7002,1,1,1,,,,,,1,2,,,,,,,1,,,,2,4,,,
1,23,2303,2,68,239009,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2303,2,68,239009,2,1,1,49272,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,68,239010,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2303,2,68,239010,2,1,1,17756,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,68,239010,3,1,1,22227,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,68,239012,1,1,1,22227,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,68,239012,2,1,1,17756,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
1,23,2303,2,828,239013,1,1,1,5146.7998,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
1,23,2303,2,828,239013,3,1,1,12938,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
1,23,2303,2,828,239014,1,1,1,31187,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,828,239014,2,1,1,29419,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,828,239014,3,1,1,34281,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,828,239015,1,1,1,10388,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,828,239015,2,1,1,9466.5,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,828,239016,1,1,1,25117,2,1,1,,,,,,1,1,2,3,,,,,1,,,,,,,,
1,23,2303,2,828,239016,2,1,1,2428.8999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,828,239016,3,1,1,6176.2002,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
1,23,2303,2,828,239016,4,1,1,7259.3999,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
1,23,2303,2,828,239017,1,1,1,16684,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,828,239017,2,1,1,18537,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,828,239017,3,1,1,7390.3999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,828,239018,1,1,1,8020.8999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,828,239018,2,1,1,15341,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,828,239022,1,1,1,15178,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,828,239022,2,1,1,3402.6001,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,828,239023,1,1,1,9547.9004,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,828,239023,2,1,1,10950,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,828,239023,3,1,1,6659.2002,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,828,239023,4,1,1,33956,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,828,239023,5,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2303,2,828,239024,1,1,1,12850,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2303,2,828,239024,2,1,1,27758,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2304,2,432,239025,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2304,2,432,239025,2,1,1,740.32001,2,1,1,,,,,,1,1,2,3,,,,,1,,,,,,,,
1,23,2304,2,432,239025,3,1,1,1486.2,2,1,1,,,,,,1,1,2,3,,,,,1,,,,,,,,
1,23,2304,2,432,239025,4,1,1,579.15002,2,1,1,,,,,,1,1,2,3,,,,,1,,,,,,,,
1,23,2304,2,432,239025,5,1,1,383.07001,2,1,1,,,,,,1,1,2,3,,,,,1,,,,,,,,
1,23,2304,2,432,239026,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2304,2,432,239026,2,1,1,2276.5,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
1,23,2304,2,432,239026,3,1,1,2798.3,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
1,23,2304,2,432,239028,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2304,2,432,239029,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2304,2,432,239029,2,1,1,2490.3999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2304,2,432,239029,3,1,1,2500.3999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2304,2,432,239029,4,1,1,1490.2,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2304,2,432,239030,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2304,2,432,239032,1,1,1,2471.7,2,2,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2305,2,174,239037,1,1,1,1896,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2305,2,174,239037,2,1,1,16952,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2305,2,174,239039,1,1,2,,2,1,1,,,,,,1,2,,,,,,,1,,,,2,2,,,
1,23,2305,2,174,239043,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2305,2,174,239043,2,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1,23,2305,2,174,239045,1,1,1,4906.6001,2,2,1,,,,,,2,2,,,,,,,1,,,,,,,,
1,23,2305,2,174,239047,1,1,1,521.63,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
1,23,2305,2,174,239047,2,1,2,,2,2,1,,,,,,1,2,,,,,,,1,,,,2,2,,,
1,23,2305,2,174,239048,1,1,1,39.18,2,2,1,,,,,,1,1,2,,,,,,1,,,,,,,,
1,23,2305,2,174,239048,2,1,1,393.22,2,1,1,,,,,,1,1,2,,,,,,1,,,,,,,,
1,23,2305,2,174,239048,3,1,2,,2,1,1,,,,,,1,1,2,,,,,,1,,,,2,2,,,
1,23,2306,1,78,239049,1,1,1,3696.8999,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2306,1,78,239049,2,1,1,911.34003,2,1,1,,,,,,1,2,,,,,,,1,,,,,,,,
1,23,2306,1,78,239050,1,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
